title	date	link
14 Ways to Evade Botnet Malware Attacks On Your Computers	December 18, 2019	https://thehackernews.com/2019/12/botnet-malware-attacks.html
The 2020 State of Breach Protection Survey – Call for Participation	December 17, 2019	https://thehackernews.com/2019/12/breach-protection-survey.html
New Zeppelin Ransomware Targeting Tech and Health Companies	December 11, 2019	https://thehackernews.com/2019/12/zeppelin-ransomware-attacks.html
Snatch Ransomware Reboots Windows in Safe Mode to Bypass Antivirus	December 10, 2019	https://thehackernews.com/2019/12/snatch-ransomware-safe-mode.html
Russian Hacker Behind NeverQuest Banking Malware Gets 4 Years in U.S. Prison	November 22, 2019	https://thehackernews.com/2019/11/lisov-neverquest-russian-hacker.html
Louisiana State Government Hit by Ransomware Attack Forcing Server Shutdowns	November 19, 2019	https://thehackernews.com/2019/11/louisiana-ransomware-attack.html
New Group of Hackers Targeting Businesses with Financially Motivated Cyber Attacks	November 14, 2019	https://thehackernews.com/2019/11/financial-cyberattacks.html
Targeted Ransomware Attacks Hit Several Spanish Companies	November 04, 2019	https://thehackernews.com/2019/11/everis-spain-ransomware-attack.html
First Cyber Attack 'Mass Exploiting' BlueKeep RDP Flaw Spotted in the Wild	November 03, 2019	https://thehackernews.com/2019/11/bluekeep-rdp-vulnerability.html
Facebook Sues Israeli NSO Spyware Firm For Hacking WhatsApp Users	October 30, 2019	https://thehackernews.com/2019/10/whatsapp-nso-group-malware.html
Russian Hackers Targeting Anti-Doping Agencies Ahead of 2020 Tokyo Olympics	October 29, 2019	https://thehackernews.com/2019/10/cyber-attack-tokyo-olympics.html
Phorpiex Botnet Sending Out Millions of Sextortion Emails Using Hacked Computers	October 16, 2019	https://thehackernews.com/2019/10/phorpiex-botnet-sextortion-emails.html
New 0-Day Flaw Affecting Most Android Phones Being Exploited in the Wild	October 04, 2019	https://thehackernews.com/2019/10/android-kernel-vulnerability.html
A Look Into Continuous Efforts By Chinese Hackers to Target Foreign Governments	October 02, 2019	https://thehackernews.com/2019/10/chinese-hackers-phishing.html
Capital One Hacker Also Accused of Hacking 30 More Companies and CryptoJacking	August 29, 2019	https://thehackernews.com/2019/08/paige-thompson-capital-one.html
French Police Remotely Removed RETADUP Malware from 850,000 Infected PCs	August 28, 2019	https://thehackernews.com/2019/08/retadup-botnet-malware.html
Ransomware Attack Caused Power Outages in the Biggest South African City	July 26, 2019	https://thehackernews.com/2019/07/cyberattack-power-outage.html
Slack Resets Passwords For Users Who Hadn't Changed It Since 2015 Breach	July 18, 2019	https://thehackernews.com/2019/07/slack-password-data-breach.html
EvilGnome: A New Backdoor Implant Spies On Linux Desktop Users	July 17, 2019	https://thehackernews.com/2019/07/linux-gnome-spyware.html
Marriott Faces $123 Million GDPR Fine Over Starwood Data Breach	July 10, 2019	https://thehackernews.com/2019/07/marriott-data-breach-gdpr.html
Watch Out! Microsoft Spotted Spike in Astaroth Fileless Malware Attacks	July 09, 2019	https://thehackernews.com/2019/07/astaroth-fileless-malware.html
Ubuntu-Maker Canonical's GitHub Account Gets Hacked	July 07, 2019	https://thehackernews.com/2019/07/canonical-ubuntu-github-hacked.html
DDoS Attacker Who Ruined Gamers' Christmas Gets 27 Months in Prison	July 04, 2019	https://thehackernews.com/2019/07/christmas-ddos-attacks.html
Two Florida Cities Paid $1.1 Million to Ransomware Hackers This Month	June 27, 2019	https://thehackernews.com/2019/06/florida-ransomware-attack.html
Firefox 67.0.4 Released — Mozilla Patches Second 0-Day Flaw This Week	June 21, 2019	https://thehackernews.com/2019/06/firefox-0day-vulnerability.html
Tor Browser 8.5.2 Released — Update to Fix Critical Firefox Vulnerability	June 20, 2019	https://thehackernews.com/2019/06/tor-browser-firefox-hack.html
5 Keys to Improve Your Cybersecurity	June 18, 2019	https://thehackernews.com/2019/06/improve-your-cybersecurity.html
When Time is of the Essence – Testing Controls Against the Latest Threats Faster	June 12, 2019	https://thehackernews.com/2019/06/breach-attack-simulation.html
Hackers Breach Stack Overflow Q&A Site, Some Users' Data Exposed	May 17, 2019	https://thehackernews.com/2019/05/stack-overflow-databreach.html
North Korean Hackers Using ELECTRICFISH Tunnels to Exfiltrate Data	May 10, 2019	https://thehackernews.com/2019/05/north-korean-hacking-tool.html
Popular Online Tutoring Marketplace 'Wyzant' Suffers Data Breach	May 07, 2019	https://thehackernews.com/2019/05/wyzant-data-breach.html
Israel Neutralizes Cyber Attack by Blowing Up A Building With Hackers	May 06, 2019	https://thehackernews.com/2019/05/israel-hamas-hacker-airstrikes.html
Hackers Found Exploiting Oracle WebLogic RCE Flaw to Spread Ransomware	May 01, 2019	https://thehackernews.com/2019/05/ransomware-oracle-weblogic.html
'Karkoff' Is the New 'DNSpionage' With Selective Targeting Strategy	April 24, 2019	https://thehackernews.com/2019/04/karkoff-dnspionage-malware.html
Scranos: New Rapidly Evolving Rootkit-Enabled Spyware Discovered	April 16, 2019	https://thehackernews.com/2019/04/scranos-rootkit-spyware.html
Hackers Compromise Microsoft Support Agent to Access Outlook Email Accounts	April 13, 2019	https://thehackernews.com/2019/04/microsoft-outlook-email-hack.html
"Encrypted Messaging Project ""Matrix"" Suffers Extensive Cyber Attack"	April 12, 2019	https://thehackernews.com/2019/04/encrypted-messenger-cyberattack.html
Popular Video Editing Software Website Hacked to Spread Banking Trojan	April 11, 2019	https://thehackernews.com/2019/04/free-video-editing-malware.html
Sophisticated 'TajMahal APT Framework' Remained Undetected for 5 Years	April 10, 2019	https://thehackernews.com/2019/04/apt-malware-framework.html
Here's the List of ~600 MAC Addresses Targeted in Recent ASUS Hack	March 29, 2019	https://thehackernews.com/2019/03/asus-hack-mac-addresses.html
Warning: ASUS Software Update Server Hacked to Distribute Malware	March 25, 2019	https://thehackernews.com/2019/03/asus-computer-hacking.html
Mirai Variant Adds Dozen New Exploits to Target Enterprise IoT Devices	March 19, 2019	https://thehackernews.com/2019/03/mirai-botnet-enterprise-security.html
BEWARE – New 'Creative' Phishing Attack You Really Should Pay Attention To	March 11, 2019	https://thehackernews.com/2019/03/ios-mobile-phishing-attack.html
Researchers Link 'Sharpshooter' Cyber Attacks to North Korean Hackers	March 04, 2019	https://thehackernews.com/2019/03/north-korea-hacking.html
WARNING – New Phishing Attack That Even Most Vigilant Users Could Fall For	February 15, 2019	https://thehackernews.com/2019/02/advance-phishing-login-page.html
Hackers Destroyed VFEmail Service – Deleted Its Entire Data and Backups	February 13, 2019	https://thehackernews.com/2019/02/vfemail-cyber-attack.html
First Hacker Convicted of 'SIM Swapping' Attack Gets 10 Years in Prison	February 04, 2019	https://thehackernews.com/2019/02/sim-swapping-hack.html
New Mac Malware Targets Cookies to Steal From Cryptocurrency Wallets	February 01, 2019	https://thehackernews.com/2019/02/mac-malware-cryptocurrency.html
Airbus Suffers Data Breach, Some Employees' Data Exposed	January 31, 2019	https://thehackernews.com/2019/01/airbus-data-breach.html
FBI Mapping 'Joanap Malware' Victims to Disrupt the North Korean Botnet	January 31, 2019	https://thehackernews.com/2019/01/north-korea-hacker.html
Europol Now Going After People Who Bought DDoS-for-Hire Services	January 29, 2019	https://thehackernews.com/2019/01/ddos-for-hire-services.html
GandCrab ransomware and Ursnif virus spreading via MS Word macros	January 25, 2019	https://thehackernews.com/2019/01/microsoft-gandcrab-ursnif.html
Someone Hacked PHP PEAR Site and Replaced the Official Package Manager	January 23, 2019	https://thehackernews.com/2019/01/php-pear-hacked.html
DHS Orders U.S. Federal Agencies to Audit DNS Security for Their Domains	January 23, 2019	https://thehackernews.com/2019/01/dns-hijacking-cyber-attacks.html
New malware found using Google Drive as its command-and-control server	January 21, 2019	https://thehackernews.com/2019/01/macro-malware-microsoft-office.html
Ukrainian Police Arrest 6 Hackers Linked to DDoS and Financial Attacks	January 17, 2019	https://thehackernews.com/2019/01/ukrainian-cybercriminals.html
Unprotected Government Server Exposes Years of FBI Investigations	January 17, 2019	https://thehackernews.com/2019/01/oklahoma-fbi-data-leak.html
Hackers infect e-commerce sites by compromising their advertising partner	January 16, 2019	https://thehackernews.com/2019/01/magecart-hacking-credit-cards.html
How to Secure Your Mid-Size Organization From the Next Cyber Attack	January 15, 2019	https://thehackernews.com/2019/01/cyber-security-webinars.html
DDoSing Hospital Networks Landed This Hacktivist in Jail for Over 10 Years	January 11, 2019	https://thehackernews.com/2019/01/ddos-attack-anonymous-hacker.html
Ethereum Classic (ETC) Hit by Double-Spend Attack Worth $1.1 Million	January 08, 2019	https://thehackernews.com/2019/01/ethereum-double-spend-attack.html
Hackers Leak Personal Data from Hundreds of German Politicians On Twitter	January 04, 2019	https://thehackernews.com/2019/01/germany-politicians-hacked.html
Microsoft Issues Emergency Patch For Under-Attack IE Zero Day	December 20, 2018	https://thehackernews.com/2018/12/internet-explorer-zero-day.html
New Malware Takes Commands From Memes Posted On Twitter	December 18, 2018	https://thehackernews.com/2018/12/malware-twitter-meme.html
New Shamoon Malware Variant Targets Italian Oil and Gas Company	December 14, 2018	https://thehackernews.com/2018/12/shamoon-malware-attack.html
Dell Resets All Customers' Passwords After Potential Security Breach	November 29, 2018	https://thehackernews.com/2018/11/dell-data-breach-hacking.html
U.S Charges Two Iranian Hackers for SamSam Ransomware Attacks	November 28, 2018	https://thehackernews.com/2018/11/samsam-ransomware-iranian-hackers.html
Rogue Developer Infects Widely Used NodeJS Module to Steal Bitcoins	November 27, 2018	https://thehackernews.com/2018/11/nodejs-event-stream-module.html
Real Identity of Hacker Who Sold LinkedIn, Dropbox Databases Revealed	November 21, 2018	https://thehackernews.com/2018/11/tessa88-russian-hacker.html
Two TalkTalk hackers jailed for 2015 data breach that cost it £77 million	November 20, 2018	https://thehackernews.com/2018/11/talktalk-data-breach.html
"Secret Charges Against Julian Assange Revealed Due to ""Cut-Paste"" Error"	November 16, 2018	https://thehackernews.com/2018/11/indictment-wikileaks-julian-assange.html
7 New Meltdown and Spectre-type CPU Flaws Affect Intel, AMD, ARM CPUs	November 14, 2018	https://thehackernews.com/2018/11/meltdown-spectre-vulnerabilities.html
Hacker Who DDoSed Sony, EA and Steam Gaming Servers Pleads Guilty	November 09, 2018	https://thehackernews.com/2018/11/gaming-server-ddos-attack.html
StatCounter Analytics Code Hijacked to Steal Bitcoins from Cryptocurrency Users	November 08, 2018	https://thehackernews.com/2018/11/statcounter-cryptocurrency-cyberattack.html
Tumblr Patches A Flaw That Could Have Exposed Users' Account Info	October 17, 2018	https://thehackernews.com/2018/10/tumblr-account-hacking.html
Chinese Spying Chips Found Hidden On Servers Used By US Companies	October 04, 2018	https://thehackernews.com/2018/10/china-spying-server-chips.html
Bank Servers Hacked to Trick ATMs into Spitting Out Millions in Cash	October 03, 2018	https://thehackernews.com/2018/10/bank-atm-hacking.html
Facebook Finds 'No Evidence' Hackers Accessed Connected Third-Party Apps	October 03, 2018	https://thehackernews.com/2018/10/facebook-token-hacking.html
GhostDNS: New DNS Changer Botnet Hijacked Over 100,000 Routers	October 01, 2018	https://thehackernews.com/2018/10/ghostdns-botnet-router-hacking.html
Cybersecurity Researchers Spotted First-Ever UEFI Rootkit in the Wild	September 27, 2018	https://thehackernews.com/2018/09/uefi-rootkit-malware.html
SHEIN-Fashion Shopping Site Suffers Data Breach Affecting 6.5 Million Users	September 25, 2018	https://thehackernews.com/2018/09/shein-data-breach.html
Operator of VirusTotal Like Malware-Scanning Service Jailed for 14 Years	September 22, 2018	https://thehackernews.com/2018/09/scan4you-malware-scanner.html
Hackers Steal Customers' Credit Cards From Newegg Electronics Retailer	September 20, 2018	https://thehackernews.com/2018/09/newegg-credit-card-hack.html
Ransomware Attack Takes Down Bristol Airport's Flight Display Screens	September 17, 2018	https://thehackernews.com/2018/09/cyberattack-bristol-airport.html
Watch Out! This New Web Exploit Can Crash and Restart Your iPhone	September 17, 2018	https://thehackernews.com/2018/09/iphone-crash-exploit.html
Russian Hacker Pleads Guilty to Operating Kelihos Botnet	September 13, 2018	https://thehackernews.com/2018/09/kelihos-botnet-Peter-Severa.html
British Airways Hacked – 380,000 Payment Cards Compromised	September 07, 2018	https://thehackernews.com/2018/09/british-airways-data-breach.html
19-Year-Old Hacker Arrested Over Making Hoax School and Flight Bomb Threats	September 06, 2018	https://thehackernews.com/2018/09/cohan-hoax-bomb-threats.html
Thousands of MikroTik Routers Hacked to Eavesdrop On Network Traffic	September 04, 2018	https://thehackernews.com/2018/09/mikrotik-router-hacking.html
Hacker Who Leaked Celebrities' Personal Photos Gets 8 Months in Prison	August 31, 2018	https://thehackernews.com/2018/08/photos-celebrity-hacker.html
Air Canada Suffers Data Breach — 20,000 Mobile App Users Affected	August 30, 2018	https://thehackernews.com/2018/08/air-canada-data-breach.html
T-Mobile Hacked — 2 Million Customers' Personal Data Stolen	August 24, 2018	https://thehackernews.com/2018/08/t-mobile-hack-breach.html
New Apache Struts RCE Flaw Lets Hackers Take Over Web Servers	August 22, 2018	https://thehackernews.com/2018/08/apache-struts-vulnerability.html
Microsoft Detects More Russian Cyber Attacks Ahead of Mid-Term Election	August 21, 2018	https://thehackernews.com/2018/08/russia-election-hacking.html
16-Year-Old Teen Hacked Apple Servers, Stole 90GB of Secure Files	August 17, 2018	https://thehackernews.com/2018/08/apple-hack-servers.html
Widespread Instagram Hack Locking Users Out of Their Accounts	August 16, 2018	https://thehackernews.com/2018/08/hack-instagram-accounts.html
Email Phishers Using New Way to Bypass Microsoft Office 365 Protections	August 15, 2018	https://thehackernews.com/2018/08/microsoft-office365-phishing.html
Former Microsoft Engineer Gets Prison for Role in Reveton Ransomware	August 15, 2018	https://thehackernews.com/2018/08/microsoft-reveton-ransomware.html
Hackers can compromise your network just by sending a Fax	August 14, 2018	https://thehackernews.com/2018/08/hack-printer-fax-machine.html
Researchers Developed Artificial Intelligence-Powered Stealthy Malware	August 09, 2018	https://thehackernews.com/2018/08/artificial-intelligence-malware.html
TSMC Chip Maker Blames WannaCry Malware for Production Halt	August 07, 2018	https://thehackernews.com/2018/08/tsmc-wannacry-ransomware-attack.html
iPhone Chip Supplier TSMC Stops Production After Computer Virus Attack	August 06, 2018	https://thehackernews.com/2018/08/tsmc-iphone-computer-virus.html
Hackers Infect Over 200,000 MikroTik Routers With Crypto Mining Malware	August 03, 2018	https://thehackernews.com/2018/08/mikrotik-router-hacking.html
NSO Spyware Targets Saudi Human Rights Activists and Researchers	August 01, 2018	https://thehackernews.com/2018/07/iphone-hacking-spyware.html
SamSam Ransomware Attacks Extorted Nearly $6 Million	July 31, 2018	https://thehackernews.com/2018/07/samsam-ransomware-attacks.html
Dixons Carphone Data Breach Affects 10 Million Customers	July 31, 2018	https://thehackernews.com/2018/07/dixons-carphone-data-breach.html
Boys Town Healthcare Data Breach Exposed Personal Details of Patients	July 30, 2018	https://thehackernews.com/2018/07/data-breach-healthcare.html
Singapore's Largest Healthcare Group Hacked, 1.5 Million Patient Records Stolen	July 20, 2018	https://thehackernews.com/2018/07/singapore-healthcare-breach.html
Microsoft Says Russia Tried to Hack Three 2018 Midterm Election Candidates	July 20, 2018	https://thehackernews.com/2018/07/russia-election-hacking.html
BTC-e Operator, Accused of Laundering $4 Billion, to be Extradited to France	July 17, 2018	https://thehackernews.com/2018/07/alexander-vinnik-btc.html
21-Year-Old Woman Charged With Hacking Selena Gomez's Email Account	July 17, 2018	https://thehackernews.com/2018/07/selena-gomez-email-hacking.html
12 Russian Intelligence Agents Indicted For Hacking DNC Emails	July 15, 2018	https://thehackernews.com/2018/07/russian-dnc-hack-trump.html
Microsoft Releases Patch Updates for 53 Vulnerabilities In Its Software	July 11, 2018	https://thehackernews.com/2018/07/microsoft-security-patch-update.html
Gaza Cybergang Returns With New Attacks On Palestinian Authority	July 10, 2018	https://thehackernews.com/2018/07/gaza-palestin-hacker.html
Stolen D-Link Certificate Used to Digitally Sign Spying Malware	July 09, 2018	https://thehackernews.com/2018/07/digital-certificate-malware.html
"Most LokiBot samples in the wild are ""hijacked"" versions of the original malware"	July 06, 2018	https://thehackernews.com/2018/07/lokibot-infostealer-malware.html
New Virus Decides If Your Computer Good for Mining or Ransomware	July 05, 2018	https://thehackernews.com/2018/07/cryptocurrency-mining-ransomware.html
Password-Guessing Was Used to Hack Gentoo Linux Github Account	July 05, 2018	https://thehackernews.com/2018/07/github-hacking-gentoo-linux.html
Ticketmaster Suffers Security Breach – Personal and Payment Data Stolen	June 28, 2018	https://thehackernews.com/2018/06/ticketmaster-data-breach.html
New Malware Family Uses Custom UDP Protocol for C&C Communications	June 26, 2018	https://thehackernews.com/2018/06/cyber-espionage-malware.html
OpenBSD Disables Intel Hyper-Threading to Prevent Spectre-Class Attacks	June 20, 2018	https://thehackernews.com/2018/06/openbsd-hyper-threading.html
Email Phishers Using A Simple Way to Bypass MS Office 365 Protection	June 20, 2018	https://thehackernews.com/2018/06/email-phishing-protection.html
Hackers Who Hit Winter Olympics 2018 Are Still Alive and Kicking	June 19, 2018	https://thehackernews.com/2018/06/olympic-destroyer-malware.html
Ex-CIA employee charged with leaking 'Vault 7' hacking tools to Wikileaks	June 19, 2018	https://thehackernews.com/2018/06/cia-hacking-tools.html
Chinese Hackers Carried Out Country-Level Watering Hole Attack	June 14, 2018	https://thehackernews.com/2018/06/chinese-watering-hole-attack.html
A New Paradigm For Cyber Threat Hunting	June 11, 2018	https://thehackernews.com/2018/06/cyber-threat-hunting.html
Hackers Stole Over $20 Million in Ethereum from Insecurely Configured Clients	June 11, 2018	https://thehackernews.com/2018/06/ethereum-geth-hacking.html
Adobe Issues Patch for Actively Exploited Flash Player Zero-Day Exploit	June 07, 2018	https://thehackernews.com/2018/06/flash-player-zero-day-exploit.html
Prowli Malware Targeting Servers, Routers, and IoT Devices	June 07, 2018	https://thehackernews.com/2018/06/prowli-malware-botnet.html
Over 115,000 Drupal Sites Still Vulnerable to Drupalgeddon2 Exploit	June 05, 2018	https://thehackernews.com/2018/06/drupalgeddon2-exploit.html
75% of the 'Left to Get Hacked' Redis Servers Found Infected	June 05, 2018	https://thehackernews.com/2018/06/redis-server-hacking.html
FBI issues alert over two new malware linked to Hidden Cobra hackers	May 30, 2018	https://thehackernews.com/2018/05/north-korean-hacker-hidden-cobra.html
FBI seizes control of a massive botnet that infected over 500,000 routers	May 24, 2018	https://thehackernews.com/2018/05/vpnfilter-botnet-malware.html
Researchers unearth a huge botnet army of 500,000 hacked routers	May 23, 2018	https://thehackernews.com/2018/05/vpnfilter-router-hacking.html
DNS-Hijacking Malware Targeting iOS, Android and Desktop Users Worldwide	May 21, 2018	https://thehackernews.com/2018/05/routers-dns-hijacking.html
Nethammer—Exploiting DRAM Rowhammer Bug Through Network Requests	May 17, 2018	https://thehackernews.com/2018/05/remote-rowhammer-attack.html
Here's How eFail Attack Works Against PGP and S/MIME Encrypted Emails	May 14, 2018	https://thehackernews.com/2018/05/efail-pgp-email-encryption.html
Severe Bug Discovered in Signal Messaging App for Windows and Linux	May 12, 2018	https://thehackernews.com/2018/05/signal-messenger-vulnerability.html
Microsoft Patches Two Zero-Day Flaws Under Active Attack	May 09, 2018	https://thehackernews.com/2018/05/microsoft-patch-tuesday.html
Hackers Found Using A New Way to Bypass Microsoft Office 365 Safe Links	May 08, 2018	https://thehackernews.com/2018/05/microsoft-safelinks-phishing.html
Man Who Hacked Jail Systems to Release His Friend Early Gets 7-Years in Prison	May 01, 2018	https://thehackernews.com/2018/04/jail-network-hacking.html
Faulty Patch for Oracle WebLogic Flaw Opens Updated Servers to Hackers Again	April 30, 2018	https://thehackernews.com/2018/04/oracle-weblogic-rce-exploit.html
Third Critical Drupal Flaw Discovered—Patch Your Sites Immediately	April 25, 2018	https://thehackernews.com/2018/04/drupal-vulnerability-exploit.html
Police Shut Down World's Biggest 'DDoS-for-Hire' Service–Admins Arrested	April 25, 2018	https://thehackernews.com/2018/04/ddos-for-hire-hacker.html
Hackers Behind Healthcare Espionage Infect X-Ray and MRI Machines	April 24, 2018	https://thehackernews.com/2018/04/healthcare-cyber-attacks.html
British Schoolboy Who Hacked CIA Director Gets 2-Year Prison Term	April 21, 2018	https://thehackernews.com/2018/04/hacker-kane-gamble.html
Hackers Exploiting Drupal Vulnerability to Inject Cryptocurrency Miners	April 18, 2018	https://thehackernews.com/2018/04/drupal-cryptocurrency-hacking.html
CCleaner Attack Timeline—Here's How Hackers Infected 2.3 Million PCs	April 18, 2018	https://thehackernews.com/2018/04/ccleaner-malware-attack.html
Cybercriminals Hijack Router DNS to Distribute Android Banking Trojan	April 16, 2018	https://thehackernews.com/2018/04/android-dns-hijack-malware.html
Casino Gets Hacked Through Its Internet-Connected Fish Tank Thermometer	April 16, 2018	https://thehackernews.com/2018/04/iot-hacking-thermometer.html
Popular Android Phone Manufacturers Caught Lying About Security Updates	April 13, 2018	https://thehackernews.com/2018/04/android-security-update.html
Flaw in Emergency Alert Systems Could Allow Hackers to Trigger False Alarms	April 10, 2018	https://thehackernews.com/2018/04/hacking-emergency-alert-sirens.html
Here's how hackers are targeting Cisco Network Switches in Russia and Iran	April 09, 2018	https://thehackernews.com/2018/04/hacking-cisco-smart-install.html
Finland's 3rd Largest Data Breach Exposes 130,000 Users' Plaintext Passwords	April 06, 2018	https://thehackernews.com/2018/04/helsingin-uusyrityskeskus-hack.html
Critical flaw leaves thousands of Cisco Switches vulnerable to remote hacking	April 04, 2018	https://thehackernews.com/2018/04/cisco-switches-hacking.html
New Android Malware Secretly Records Phone Calls and Steals Private Data	April 03, 2018	https://thehackernews.com/2018/04/android-spying-trojan.html
U.S. Charges 9 Iranians With Hacking Universities to Steal Research Data	March 25, 2018	https://thehackernews.com/2018/03/iranian-hackers-wanted-by-fbi.html
Windows Remote Assistance Exploit Lets Hackers Steal Sensitive Files	March 21, 2018	https://thehackernews.com/2018/03/window-remote-assistance.html
Trojanized BitTorrent Software Update Hijacked 400,000 PCs Last Week	March 14, 2018	https://thehackernews.com/2018/03/windows-malware-hacking.html
CredSSP Flaw in Remote Desktop Protocol Affects All Versions of Windows	March 13, 2018	https://thehackernews.com/2018/03/credssp-rdp-exploit.html
APT Hackers Infect Routers to Covertly Implant Slingshot Spying Malware	March 10, 2018	https://thehackernews.com/2018/03/slingshot-router-hacking.html
ISPs Caught Injecting Cryptocurrency Miners and Spyware In Some Countries	March 10, 2018	https://thehackernews.com/2018/03/cryptocurrency-spyware-malware.html
Over 15,000 Memcached DDoS Attacks Hit 7,100 Sites in Last 10 Days	March 09, 2018	https://thehackernews.com/2018/03/memcached-ddos-attack.html
New Cryptocurrency Mining Malware Infected Over 500,000 PCs in Just Few Hours	March 09, 2018	https://thehackernews.com/2018/03/cryptocurrency-mining-malware.html
Memcached DDoS Exploit Code and List of 17,000 Vulnerable Servers Released	March 07, 2018	https://thehackernews.com/2018/03/memcached-ddos-exploit-code.html
1.7 Tbps DDoS Attack — ​Memcached UDP Reflections Set New Record	March 06, 2018	https://thehackernews.com/2018/03/ddos-attack-memcached.html
New 4G LTE Network Attacks Let Hackers Spy, Track, Spoof and Spam	March 06, 2018	https://thehackernews.com/2018/03/4g-lte-network-hacking.html
Biggest-Ever DDoS Attack (1.35 Tbs) Hits Github Website	March 02, 2018	https://thehackernews.com/2018/03/biggest-ddos-attack-github.html
Hacker Who Never Hacked Anyone Gets 33-Month Prison Sentence	February 27, 2018	https://thehackernews.com/2018/02/malware-author-jailed.html
Hackers Exploit 'Telegram Messenger' Zero-Day Flaw to Spread Malware	February 13, 2018	https://thehackernews.com/2018/02/hackers-exploit-telegram-messenger-zero.html
PyeongChang 2018 Winter Olympics Opening Ceremony Disrupted by Malware Attack	February 13, 2018	https://thehackernews.com/2018/02/pyeongchang-2018-winter-olympics.html
Russian Scientists Arrested for Using Nuclear Weapon Facility to Mine Bitcoins	February 10, 2018	https://thehackernews.com/2018/02/supercomputer-mining-bitcoin.html
Hackers Can Now Steal Data Even From Faraday Cage Air-Gapped Computers	February 08, 2018	https://thehackernews.com/2018/02/airgap-computer-hacking.html
Cyber Espionage Group Targets Asian Countries With Bitcoin Mining Malware	February 07, 2018	https://thehackernews.com/2018/02/cyber-espionage-asia.html
Unpatched DoS Flaw Could Help Anyone Take Down WordPress Websites	February 05, 2018	https://thehackernews.com/2018/02/wordpress-dos-exploit.html
Cryptocurrency Mining Malware Infected Over Half-Million PCs Using NSA Exploit	February 01, 2018	https://thehackernews.com/2018/01/cryptocurrency-mining-malware.html
Someone Stole Almost Half a BILLION Dollars from Japanese Cryptocurrency Exchange	January 27, 2018	https://thehackernews.com/2018/01/coincheck-cryptocurrency-heist.html
Beware! Undetectable CrossRAT malware targets Windows, MacOS, and Linux systems	January 25, 2018	https://thehackernews.com/2018/01/crossrat-malware.html
Yikes! Three armed men tried to rob a Bitcoin Exchange in Canada	January 25, 2018	https://thehackernews.com/2018/01/cryptocurrency-exchange-robbery.html
Critical Flaw in All Blizzard Games Could Let Hackers Hijack Millions of PCs	January 23, 2018	https://thehackernews.com/2018/01/dns-rebinding-attack-hacking.html
Nearly Half of the Norway Population Exposed in HealthCare Data Breach	January 22, 2018	https://thehackernews.com/2018/01/healthcare-data-breach.html
15-Year-Old Schoolboy Posed as CIA Chief to Hack Highly Sensitive Information	January 20, 2018	https://thehackernews.com/2018/01/crackas-with-attitude-hacker.html
New Mirai Okiru Botnet targets devices running widely-used ARC Processors	January 15, 2018	https://thehackernews.com/2018/01/mirai-okiru-arc-botnet.html
[Guide] How to Protect Your Devices Against Meltdown and Spectre Attacks	January 05, 2018	https://thehackernews.com/2018/01/meltdown-spectre-patches.html
Two Romanians Charged With Hacking Police CCTV Cameras Before Trump Inauguration	December 29, 2017	https://thehackernews.com/2017/12/police-camera-hacking.html
Satori IoT Botnet Exploits Zero-Day to Zombify Huawei Routers	December 23, 2017	https://thehackernews.com/2017/12/satori-mirai-iot-botnet.html
Hackers Targeting Servers Running Database Services for Mining Cryptocurrency	December 21, 2017	https://thehackernews.com/2017/12/chinese-hacking-databases.html
Greedy North Korean Hackers Targeting Cryptocurrencies and Point-of-Sale Terminals	December 20, 2017	https://thehackernews.com/2017/12/lazarus-hacking-bitcoin.html
TRITON Malware Targeting Critical Infrastructure Could Cause Physical Damage	December 15, 2017	https://thehackernews.com/2017/12/triton-ics-scada-malware.html
Newly Uncovered 'MoneyTaker' Hacker Group Stole Millions from U.S. & Russian Banks	December 11, 2017	https://thehackernews.com/2017/12/bank-hackers.html
Android Flaw Lets Hackers Inject Malware Into Apps Without Altering Signatures	December 09, 2017	https://thehackernews.com/2017/12/android-malware-signature.html
Largest Crypto-Mining Exchange Hacked; Over $70 Million in Bitcoin Stolen	December 07, 2017	https://thehackernews.com/2017/12/bitcoin-mining-hacked.html
Uber Paid 20-Year-Old Florida Hacker $100,000 to Keep Data Breach Secret	December 07, 2017	https://thehackernews.com/2017/12/uber-hacker.html
Young Hacker, Who Took Over Jail Network to Get Friend Released Early, Faces Prison	December 05, 2017	https://thehackernews.com/2017/12/hacking-jail-records.html
Here's the NSA Employee Who Kept Top Secret Documents at Home 	December 02, 2017	https://thehackernews.com/2017/12/nghia-hoang-pho-nsa.html
Hackers Exploit Recently Disclosed Microsoft Office Bug to Backdoor PCs	November 29, 2017	https://thehackernews.com/2017/11/cobalt-strike-malware.html
22-Year-Old Hacker Pleads Guilty to 2014 Yahoo Hack, Admits Helping Russian Intelligence	November 29, 2017	https://thehackernews.com/2017/11/yahoo-email-hacker.html
U.S. Charges Three Chinese Hackers for Hacking Siemens, Trimble & Moody	November 28, 2017	https://thehackernews.com/2017/11/chinese-hackers-charged.html
MS Office Built-In Feature Could be Exploited to Create Self-Replicating Malware	November 23, 2017	https://thehackernews.com/2017/11/ms-office-macro-malware.html
Tether Hacked — Attacker Steals $31 Million of Digital Tokens	November 21, 2017	https://thehackernews.com/2017/11/tether-bitcoin-hacked.html
BankBot Returns On Play Store – A Never Ending Android Malware Story	November 20, 2017	https://thehackernews.com/2017/11/bankbot-android-malware.html
